article_id,year,decade,journal,title,intended_outcome__belonging_and_community,intended_outcome__belonging_and_community_engagement_and_participation,intended_outcome__belonging_and_community_learning_and_literacy,intended_outcome__belonging_and_community_wellness_and_resilience,intended_outcome__collections_and_access,intended_outcome__cultural_stewardship_and_preservation,intended_outcome__cultural_stewardship_and_preservation_belonging_and_community,intended_outcome__cultural_stewardship_and_preservation_discovery_and_advisory,intended_outcome__discovery_and_advisory,intended_outcome__discovery_and_advisory_equitable_access,intended_outcome__discovery_and_advisory_institutional_capacity,intended_outcome__engagement_and_participation,intended_outcome__engagement_and_participation_discovery_and_advisory,intended_outcome__engagement_and_participation_equitable_access,intended_outcome__engagement_and_participation_equitable_access_learning_and_literacy,intended_outcome__engagement_and_participation_institutional_capacity,intended_outcome__equitable_access,intended_outcome__equitable_access_belonging_and_community,intended_outcome__equitable_access_community_and_inclusion,intended_outcome__equitable_access_cultural_stewardship_and_preservation,intended_outcome__equitable_access_discovery_and_advisory,intended_outcome__equitable_access_engagement_and_participation,intended_outcome__equitable_access_institutional_capacity,intended_outcome__equitable_access_learning_and_literacy,intended_outcome__institutional_capacity,intended_outcome__institutional_capacity_belonging_and_community,intended_outcome__institutional_capacity_social_equity_and_access,intended_outcome__learning_and_literacy,intended_outcome__learning_and_literacy_belonging_and_community,intended_outcome__learning_and_literacy_discovery_and_advisory,intended_outcome__learning_and_literacy_engagement_and_participation,intended_outcome__learning_and_literacy_equitable_access,intended_outcome__learning_and_literacy_institutional_capacity,intended_outcome__not_applicable,intended_outcome__other,intended_outcome__professional_capacity,intended_outcome__space_and_infrastructure,intended_outcome__sustainable_operations,intended_outcome__theoretical_or_conceptual,intended_outcome__wellness_and_resilience
csiszar2013,2013,2010s,Library Trends,Bibliography as Anthropometry: Dreaming Scientific Order at the fin de siècle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cummins2023,2023,2020s,Library Trends,"Enhancing Stewardship of Indigenous Peoples' Data, Information, and Knowledges in Libraries and Archives through Indigenous Data Governance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curl2001,2001,2000s,College & Research Libraries,Subramanyam Revisited: Creating a New Model for Information Literacy Instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
curran2003,2003,2000s,College & Research Libraries,Succession: The Next Ones at Bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
curtis2017,2017,2010s,College & Research Libraries,"Mark Aaron Polger and Scott Sheidlower. Engaging Diverse Learners: Teaching Strategies for Academic Librarians. Santa Barbara, Calif.: Libraries Unlimited, 2017. 164p. Paper, $60.00 (ISBN 978-1-4408-3850-7).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
curtis2018,2018,2010s,College & Research Libraries,"Dave Harmeyer and Janice J. Baskin. Implementing the Information Literacy Framework: A Practical Guide for Librarians. New York: Rowman Littlefield, 2018. 279p. Paper, $65.00 (ISBN 978-1-5381-0757-7). LC 2017048324.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
curtis2020,2020,2020s,College & Research Libraries,"Critical Approaches to Credit-Bearing Information Literacy Courses. Angela Pashia and Jessica Critten, eds. Chicago, IL: Association of College and Research Libraries, 2019. 328p. Paper, $62.00 (ISBN 978-0-8389-8947-0).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cutright2017,2017,2010s,Information Technology and Libraries,"Consortia Building: A Handshake and a Smile, Island Style",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cylke2007,2007,2000s,Library Trends,Serving the Blind and Physically Handicapped in the United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyrus2026,2026,2020s,Information Technology and Libraries,Refusal as Instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyzyk2011,2011,2010s,Information Technology and Libraries,"Editorial Board Thoughts: Just Like Being There, or How I Learned To Stop Coveting Bare Metal and Learned to Love My VM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cyzyk2015,2015,2010s,Information Technology and Libraries,Editorial Board Thoughts: Information Technology and Libraries: Anxiety and Exhilaration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cyzyk2018-1,2018,2010s,Information Technology and Libraries,ITAL Editorial Board Thoughts. Halfway Home: User Centered Design and Library Websites,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyzyk2018,2018,2010s,Information Technology and Libraries,Information Technology and Libraries at 50: The 1960's in Review,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dacosta2010,2010,2010s,College & Research Libraries,Is There an Information Literacy Skills Gap to Be Bridged? An Examination of Faculty Perceptions and Activities Relating to Information Literacy in the United States and England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dacosta2012,2012,2010s,Library Trends,From Lampitt to Libraries: Formulating State Standards to Embed Information Literacy across Colleges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dadlani2015,2015,2010s,Library Trends,Information Technology and School Libraries: A Social Justice Perspective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dahlkild2011,2011,2010s,Library Trends,"The Emergence and Challenge of the Modern Library Building: Ideal Types, Model Libraries, and Guidelines, from the Enlightenment to the Experience Economy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dai2017,2017,2010s,Information Technology and Libraries,China Academic Library and Information System: An Academic Library Consortium in China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dalal2025,2025,2020s,College & Research Libraries,Assessing Students’ Information Literacy: Attitudes and Perceptions of College Students Across Generations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dalrymple2002,2002,2000s,College & Research Libraries,Perceptions and Practices of Learning Styles in Library Instruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dalton2004,2004,2000s,College & Research Libraries,Historians and Their Information Sources,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dalton2006,2006,2000s,Library Trends,Joint Use Libraries as Successful Strategic Alliances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dalton2007,2007,2000s,Library Trends,"The International Relations Office, 1956-1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dangelo2012,2012,2010s,Library Trends,Student Learning and Workplace IL: A Case Study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dansbysparks2025,2025,2020s,College & Research Libraries,"Writing Science in Plain English, Second Edition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
darby2009,2009,2000s,Information Technology and Libraries,Adding Delicious Data to Your Library Website,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
darpa2013,2013,2010s,Library Trends,W. Boyd Rayward: Curriculum Vitae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
datig2015,2015,2010s,College & Research Libraries,“The Fruits of Intellectual Labor”: International Student Views of Intellectual Property,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dattola1969,1969,1960s,Information Technology and Libraries,A Fast Algorithm for Automatic Classification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
daum2025,2025,2020s,College & Research Libraries,Checklist of Library Building Design Considerations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
davidson2001,2001,2000s,College & Research Libraries,Faculty and Student Attitudes toward Credit Courses for Library Skills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
davies2007,2007,2000s,Library Trends,An Overview of International Research into the Library and Information Needs of Visually Impaired People,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
davis2002-1,2002,2000s,College & Research Libraries,Patterns in Electronic Journal Usage: Challenging the Composition of Geographic Consortia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
davis2002,2002,2000s,College & Research Libraries,The Effect of the Web on Undergraduate Citation Behavior: A 2000 Update,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
davis2006,2006,2000s,Library Trends,Identifying Opinion Leaders and Elites: A Longitudinal Design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
davis2015,2015,2010s,Library Trends,New Imperatives for Librarianship in Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
davis2018,2018,2010s,Information Technology and Libraries,Current Trends and Goals in the Development of Makerspaces at New England College and Research Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
davis2019,2019,2010s,Information Technology and Libraries,Online Ticketed-Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
davis2022,2022,2020s,College & Research Libraries,"Jorge Díaz Cintas and Aline Remael. Subtitling: Concepts and Practices. London, UK: Routledge, 2021. 292p. Paper, $46.95 (ISBN: 9781138940543).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dawe2021,2021,2020s,College & Research Libraries,Citation and Referencing Support at an Academic Library: Exploring Student and Faculty Perspectives on Authority and Effectiveness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dawe2026,2026,2020s,Information Technology and Libraries,Locked Out of the Library,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dawes2021,2021,2020s,College & Research Libraries,"Faculty-Librarian Collaborations: Integrating the Information Literacy Framework into Disciplinary Courses. Michael Stöpel et al., eds. Chicago, IL: Association of College and Research Libraries, 2020. 238p. Paperback, $65.00 (ISBN 978-0-8389-4852-1).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dawson2008,2008,2000s,Library Trends,The Role of Self-Publishing in Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
day2006,2006,2000s,Library Trends,Legal Considerations in the Dissemination of Licensed Digital Spatial Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
deeken2006,2006,2000s,College & Research Libraries,Technical Services Job Ads: Changes Since 1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
defazio2021,2021,2020s,College & Research Libraries,"Megan Rosenbloom. Dark Archives: A Librarian’s Investigation into the Science and History of Books Bound in Human Skin. New York, NY: Farrar, Straus and Giroux, 2020. 288p. Cloth, $26.00 (ISBN: 978-0-374-13470-9).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
defrain2025-1,2025,2020s,College & Research Libraries,Effectiveness of Academic Library Research Guides for Building College Students’ Information Literacy Skills: A Scoping Review,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
defrain2025,2025,2020s,College & Research Libraries,Effectiveness of academic library research guides for building college students’ information literacy skills: A scoping review,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
degroote2024,2024,2020s,College & Research Libraries,Faculty Publication Patterns over 25 Years at a Large Public University: Correlations with Literature Use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
degroote2026,2026,2020s,College & Research Libraries,"Publication Patterns of U.S. Academic Librarians and Libraries, 2018–2022, with Comparison to Previous Studies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dehmlow2009,2009,2000s,Information Technology and Libraries,Editorial Board Thoughts: The Ten Commandments of Interacting with Nontechnical People,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dehmlow2010,2010,2010s,Information Technology and Libraries,"Editorial Board Thoughts: Adding Value in the Internet Age--Libraries, Openness, and Programmers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dehmlow2013,2013,2010s,Information Technology and Libraries,Editorial Board Thoughts: Services and User Context in the Era of Webscale Discovery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dehmlow2014,2014,2010s,Information Technology and Libraries,Editorial Board Thoughts: A Considerable Technology Asset that Has Little to Do with Technology.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dehmlow2016,2016,2010s,Information Technology and Libraries,Editorial Board Thoughts: The Importance of Staff Change Management in the Face of the Growing “Cloud”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dehmlow2017,2017,2010s,Information Technology and Libraries,Editorial Board Thoughts: Reinvesting in Our Traditional Personnel Through Knowledge Sharing and Training,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dehmlow2018,2018,2010s,Information Technology and Libraries,Information Technology and Libraries at 50: The 1980s in Review,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
deja2021,2021,2020s,College & Research Libraries,The Impact of Basic Data Literacy Skills on Work-Related Empowerment: The Alumni Perspective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
delacruz2022,2022,2020s,College & Research Libraries,Navigating the Network: An Exploratory Study of LGBTQIA+ Information Practices at Two Single-Sex HBCUs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
delaubell2022,2022,2020s,College & Research Libraries,"Amanda Nichols Hess. Modular Online Learning Design: A Flexible Approach for Diverse Learning Needs. Chicago, IL: ALA Editions, 2020. 144p. Paper, $65.99 (ISBN: 978-0838948125).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
delbeke2012,2012,2010s,Library Trends,"Roma Antica, Sacra, Moderna : The Analogous Romes of the Travel Guide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
delcastillo2025,2025,2020s,College & Research Libraries,Can AI Become an Information Literacy Ally? A Survey of Library Instructor Perspectives on ChatGPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delgado2021,2021,2020s,College & Research Libraries,"Xan Arch and Isaac Gilman. Academic Library Services for First Generation Students. New York, NY: Libraries Unlimited, 2020. 149p. Paper.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delsaerdt2012,2012,2010s,Library Trends,Designing the Space of Linguistic Knowledge: A Typographic Analysis of Sixteenth-Century Dictionaries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
delserone2008,2008,2000s,Library Trends,At the Watershed: Preparing for Research Data Management and Stewardship at the University of Minnesota Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
demeter2025,2025,2020s,College & Research Libraries,Introducing C&RL’s Generative AI Policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dempsey2016,2016,2010s,College & Research Libraries,“Are You a Computer?” Opening Exchanges in Virtual Reference Shape the Potential for Teaching,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dempsey2017,2017,2010s,College & Research Libraries,Resource Delivery and Teaching in Live Chat Reference: Comparing Two Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
denton2023,2023,2020s,College & Research Libraries,"From Educational Experiment to Standard Bearer: University 101 at the University of South Carolina. Daniel B. Friedman, Tracy L. Skipper Catherine S. Greene, eds. Columbia: University of South Carolina Press, 2022. 272 pp. Paperback, $32.99, (978-1-64336-366-0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
denton2025-1,2025,2020s,College & Research Libraries,Closing a College Library,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
denton2025,2025,2020s,College & Research Libraries,"Inside College Mergers: Stories from the Front Lines. Mark La Branche, ed. Baltimore: Johns Hopkins University Press, 2024. 176 pp. Hardcover, $44.95, (978-1421448602)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
deodato2015,2015,2010s,Information Technology and Libraries,Evaluating Web-Scale Discovery Services: A Step-by-Step Guide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deridder2013,2013,2010s,Information Technology and Libraries,First Aid Training for Those on the Front Lines: Digital Preservation Needs Survey Results 2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desanto2017,2017,2010s,College & Research Libraries,"Scholarly Metrics Baseline: A Survey of Faculty Knowledge, Use, and Opinion about Scholarly Metrics",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
desanto2023,2023,2020s,College & Research Libraries,Carrots and Sticks: A Qualitative Study of Library Responses to the UK’s Research Excellence Framework (REF) 2021 Open Access Policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
desmarais2018,2018,2010s,College & Research Libraries,"The Handbook of Art and Design Librarianship, 2nd edition. Paul Glassman and Judy Dyki, eds. London, U.K.: Facet Publishing, 2017. 343p. $85.00, £69.95 (ISBN 978-1-78330-200-0).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
destefano2001,2001,2000s,College & Research Libraries,Selection for Digital Conversion in Academic Libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
detlor2015,2015,2010s,College & Research Libraries,Getting More Value from the LibQUAL+® Survey: The Merits of Qualitative Analysis and Importance-Satisfaction Matrices in Assessing Library Patron Comments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
detmering2012,2012,2010s,College & Research Libraries,Forget the Desk Job: Current Roles and Responsibilities in Entry-Level Reference Job Advertisements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
detmering2019,2019,2010s,College & Research Libraries,A Seat at the Table: Information Literacy Assessment and Professional Legitimacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dettman2023,2023,2020s,College & Research Libraries,"Jeff Sundquist, Julie Artman, and Douglas R. Dechow. Your Craft as a Teaching Librarian : Using Acting Skills to Create a Dynamic Presence, Chicago, IL: ALA Editions, 2022. 130p. Paper, $52.00 (ISBN: 978-0-8389-3917-8).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dick2007,2007,2000s,Library Trends,"""The books were just the props"": Public Libraries and Contested Space in the Cape Flats Townships in the 1980s",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dick2024,2024,2020s,Library Trends,Holistic Epistemology and Prospects for Design in the Philosophy of Information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dickey2008,2008,2000s,Information Technology and Libraries,"FRBRization of a Library Catalog: Better Collocation of Records, Leading to Enhanced Search, Retrieval, and Display",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
digby2021,2021,2020s,Information Technology and Libraries,Developing a Minimalist Multilingual Full-text Digital Library Solution for Disconnected Remote Library Partners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dilevko2002,2002,2000s,College & Research Libraries,Evaluating Academic Journals without Impact Factors for Collection Management Decisions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dilevko2004,2004,2000s,College & Research Libraries,Reviews of Independent Press Books in Counterpoise and Other Publications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dilevko2008,2008,2000s,Library Trends,An Alternative Vision of Librarianship: James Danky and the Socio-cultural Politics of Collection Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dillon1981,1981,1980s,Information Technology and Libraries,The Use of Automatic Indexing for Authority Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dillon2025,2025,2020s,Library Trends,"Genres as Shape: Forms, Norms, and Connoisseurship",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dimmitsmyth2022,2022,2020s,College & Research Libraries,“Looking for Pictures of Clouds”: Defining the Unique Research Needs of Creative Communities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
